experiment_id,transcript_id,video_id,model_name,technique_name,rag_enabled,gt_name_original,gt_name_en,gt_unit_original,gt_unit_en,pred_name_original,pred_name_en,pred_unit_original,pred_unit_en
921,21,21,MedGemma 4B,chain-of-thought,false,air,Water,cawan,,sudu air,water,sudu,tablespoon
921,21,21,MedGemma 4B,chain-of-thought,false,air,Water,sudu_besar,,sudu air,water,sudu,tablespoon
921,21,21,MedGemma 4B,chain-of-thought,false,air,Water,cawan,,sudu air,water,sudu,tablespoon
921,21,21,MedGemma 4B,chain-of-thought,false,soda bicarbonat,Sodium bicarbonate,sudu_besar,,soda bicarbonat,baking soda,sudu makan,tablespoon
921,21,21,MedGemma 4B,chain-of-thought,false,sosej,Sausage,,,sosej,sausage,cawan,cup
921,21,21,MedGemma 4B,chain-of-thought,false,,,,,garam,salt,ketul,pinch
921,21,21,MedGemma 4B,chain-of-thought,false,butter,Butter,,,butter,butter,sudu makan,tablespoon
921,21,21,MedGemma 4B,chain-of-thought,false,cheese cheddar,Cheddar cheese,keping,,cheese cheddar,cheddar cheese,keping,slices
921,21,21,MedGemma 4B,chain-of-thought,false,cooking cream,Cooking cream,,,cooking cream,cooking cream,sudu makan,tablespoon
922,22,22,MedGemma 4B,chain-of-thought,false,,,,,tauhu keras,hard tofu,gram,g
922,22,22,MedGemma 4B,chain-of-thought,false,tepung beras,Rice flour,sudu_besar,,tepung beras,rice flour,sudu besar,tablespoon
922,22,22,MedGemma 4B,chain-of-thought,false,tepung bestari,Bestari crispy fried chicken flour,sudu_besar,,tepung bestari,cornstarch,sudu besar,tablespoon
922,22,22,MedGemma 4B,chain-of-thought,false,tepung jagung,Cornstarch,sudu_besar,,tepung bestari,cornstarch,sudu besar,tablespoon
922,22,22,MedGemma 4B,chain-of-thought,false,garam,Salt,,,garam,salt,ketul kecil,pinch
922,22,22,MedGemma 4B,chain-of-thought,false,air,Water,cawan,,air,water,cawan,cup
922,22,22,MedGemma 4B,chain-of-thought,false,air,Water,cawan,,air,water,cawan,cup
922,22,22,MedGemma 4B,chain-of-thought,false,bawang putih,Garlic,ulas,,bawang putih,garlic,ulas,cloves
922,22,22,MedGemma 4B,chain-of-thought,false,,,,,cili kisar,chili flakes,sudu makan,tablespoon
922,22,22,MedGemma 4B,chain-of-thought,false,sauce chilli thai,Thai sweet chili sauce,cawan,,sauce chilli thai,Thai chili sauce,cawan,cup
922,22,22,MedGemma 4B,chain-of-thought,false,tepung jagung,Cornstarch,sudu_besar,,tepung jagung,cornflour,sudu makan,tablespoon
922,22,22,MedGemma 4B,chain-of-thought,false,gula melaka,Palm sugar,keping,,gula melaka,palm sugar,ketul kecil,pinch
922,22,22,MedGemma 4B,chain-of-thought,false,togay,Bean sprouts,,,togay,toasted coconut flakes,ketul kecil,pinch
922,22,22,MedGemma 4B,chain-of-thought,false,carrot,Carrot,,,carrot,carrots,gram,g
922,22,22,MedGemma 4B,chain-of-thought,false,,,,,tauhu,tofu,gram,g
923,23,23,MedGemma 4B,chain-of-thought,false,udang,Prawns,,,udang,Shrimp,gram,grams
923,23,23,MedGemma 4B,chain-of-thought,false,garam,Salt,,,garam,Salt,sudu besar,tablespoon
923,23,23,MedGemma 4B,chain-of-thought,false,kunyit,Turmeric,,,kunyit,Turmeric,sudu besar,tablespoon
923,23,23,MedGemma 4B,chain-of-thought,false,lada besar,Large chilies,biji,,lada besar,Large Onions,biji,Onions
923,23,23,MedGemma 4B,chain-of-thought,false,cili padi,Bird's eye chilies,biji,,cili padi,Chili Peppers,biji,Onions
923,23,23,MedGemma 4B,chain-of-thought,false,bawang merah,Red onion / Shallot,biji,,bawang merah,Red Onions,ulas,Onions
923,23,23,MedGemma 4B,chain-of-thought,false,bawang putih,Garlic,ulas,,bawang putih,Garlic,ulas,Onions
923,23,23,MedGemma 4B,chain-of-thought,false,serai,Lemongrass,batang,,serai,Lemongrass,batang,Stalks
923,23,23,MedGemma 4B,chain-of-thought,false,kunyit,Turmeric,,,kunyit,Turmeric,sebut,Tablespoon
923,23,23,MedGemma 4B,chain-of-thought,false,santan,Coconut milk,keping,,santan,Coconut Milk,per 3 kotak kecil,Small Cans
923,23,23,MedGemma 4B,chain-of-thought,false,,,,,daun lima,Betel Leaf,helai,Leaves
923,23,23,MedGemma 4B,chain-of-thought,false,,,,,parti ayam,Chicken Stock/Broth,cube,Cube
923,23,23,MedGemma 4B,chain-of-thought,false,garam,Salt,,,garam,Salt,cube,Cube
923,23,23,MedGemma 4B,chain-of-thought,false,,,,,gula serbuk,Sugar Powder/Granulated Sugar,cube,Cube
923,23,23,MedGemma 4B,chain-of-thought,false,,,,,perasa,Seasoning/Flavoring,secukup rasa,To Taste
923,23,23,MedGemma 4B,chain-of-thought,false,tempoyak,Fermented durian paste,sudu_besar,,tempoyak,Tempoyak (Fermented Durian Paste),sudu,Spoonful
923,23,23,MedGemma 4B,chain-of-thought,false,petai,Bitter beans,,,petai,Petai (Stink Beans),biji,Beans
924,24,24,MedGemma 4B,chain-of-thought,false,cooking cream,Cooking cream,cawan,,half cawan cooking cream,cooking cream,cawan,cup
924,24,24,MedGemma 4B,chain-of-thought,false,chocolate chips,Chocolate chips,cawan,,dua cawan chocolate chips,chocolate chips,cawan,cup
924,24,24,MedGemma 4B,chain-of-thought,false,whipping cream,Whipping cream,keping,,satu kotak kecil whipping cream yang sejuk,whipping cream,kotak kecil,small container
925,25,25,MedGemma 4B,chain-of-thought,false,black pepper,Black pepper,sudu_kecil,,black pepper,Black Pepper,suduh besar,tablespoon
925,25,25,MedGemma 4B,chain-of-thought,false,bawang putih,Garlic,ulas,,bawang putih,Garlic,ulas,cloves
925,25,25,MedGemma 4B,chain-of-thought,false,,,,,ketumbar,Coriander Root,akar,roots
925,25,25,MedGemma 4B,chain-of-thought,false,bawang merah,Red onion / Shallot,biji,,bawang merah,Red Onion,biji,whole
925,25,25,MedGemma 4B,chain-of-thought,false,serai,Lemongrass,batang,,serai,Ginger,batang,stalk
925,25,25,MedGemma 4B,chain-of-thought,false,,,,,air,Water,,
925,25,25,MedGemma 4B,chain-of-thought,false,,,,,sup bunjut,Fish Stock,,
925,25,25,MedGemma 4B,chain-of-thought,false,,,,,serbuk perasa,Seasoning Powder,,
925,25,25,MedGemma 4B,chain-of-thought,false,,,,,garam,Salt,,
925,25,25,MedGemma 4B,chain-of-thought,false,,,,,gula serbuk,Sugar Powder,,
925,25,25,MedGemma 4B,chain-of-thought,false,cili padi,Bird's eye chilies,biji,,cili padi,Bird's Eye Chili,biji,whole
925,25,25,MedGemma 4B,chain-of-thought,false,ikan merah,Red snapper,,,ikan merah,Red Fish,,
925,25,25,MedGemma 4B,chain-of-thought,false,ikan merah,Red snapper,,,ikan merah,Red Fish,,
925,25,25,MedGemma 4B,chain-of-thought,false,tomato,Tomato,biji,,tomato,Tomato,biji,whole
925,25,25,MedGemma 4B,chain-of-thought,false,bawang ros,Rose shallots,biji,,bawang ros,Shallots,biji,whole
925,25,25,MedGemma 4B,chain-of-thought,false,cili kering,Dried chilies,,,cili kering,Dried Chili Flakes,,
925,25,25,MedGemma 4B,chain-of-thought,false,daun sup,Celery leaves,,,daun sup,Sup Leaves,,
925,25,25,MedGemma 4B,chain-of-thought,false,limau,Calamansi lime,,,limau,Lemon,,
926,26,26,MedGemma 4B,chain-of-thought,false,tepung gandum,Wheat flour,cawan,,tepung gandum,flour,cawan,cup
926,26,26,MedGemma 4B,chain-of-thought,false,garam,Salt,sudu_kecil,,garam,salt,sudu kecil,teaspoon
926,26,26,MedGemma 4B,chain-of-thought,false,cinnamon,Cinnamon powder,sudu_kecil,,cinnamon,cinnamon,sudu kecil,teaspoon
926,26,26,MedGemma 4B,chain-of-thought,false,baking powder,Baking powder,sudu_kecil,,baking powder,baking powder,sudu kecil,teaspoon
926,26,26,MedGemma 4B,chain-of-thought,false,gula,Sugar,sudu_besar,,gula,sugar,sudu makan,tablespoon
926,26,26,MedGemma 4B,chain-of-thought,false,telur,Egg,biji,,telur,egg,biji,whole item
926,26,26,MedGemma 4B,chain-of-thought,false,esen vanila,Vanilla essence,sudu_kecil,,esen vanila,vanilla extract,sudu kecil,teaspoon
926,26,26,MedGemma 4B,chain-of-thought,false,fresh milk,Fresh milk,cawan,,fresh milk,fresh milk,cawan,cup
926,26,26,MedGemma 4B,chain-of-thought,false,butter,Butter,sudu_besar,,butter,butter,sudu makan,tablespoon
926,26,26,MedGemma 4B,chain-of-thought,false,,,,,apple,apple,cawan,cup
926,26,26,MedGemma 4B,chain-of-thought,false,icing sugar,Icing sugar,cawan,,icing sugar,icing sugar,cawan,cup
926,26,26,MedGemma 4B,chain-of-thought,false,air,Water,sudu_besar,,air,water,sudu makan,tablespoon
927,27,27,MedGemma 4B,chain-of-thought,false,siakap,Barramundi,,,siakap,Codfish,batang,pieces
927,27,27,MedGemma 4B,chain-of-thought,false,serai,Lemongrass,batang,,serai,Lemongrass,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,serai,Lemongrass,batang,,serai,Lemongrass,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,halia,Ginger,,,halia,Ginger,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,halia,Ginger,,,halia,Ginger,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,daun limau purut,Kaffir lime leaves,helai,,daun limau purut,Lime Leaves,helai,leaves
927,27,27,MedGemma 4B,chain-of-thought,false,lengkuas,Galangal,,,lengkuas,Galangal,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,halia,Ginger,,,halia,Ginger,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,halia,Ginger,,,halia,Ginger,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,Akar ketumbar,Coriander roots,,,akar ketumbar,Coriander Root,batang,stalks
927,27,27,MedGemma 4B,chain-of-thought,false,bawang putih,Garlic,ulas,,bawang putih,Garlic,ulas,cloves
927,27,27,MedGemma 4B,chain-of-thought,false,cili padi,Bird's eye chilies,biji,,cili padi,Bird's Eye Chili,biji,peppers
927,27,27,MedGemma 4B,chain-of-thought,false,santan,Coconut milk,keping,,santan,Coconut Milk,kotak kecil,small box
927,27,27,MedGemma 4B,chain-of-thought,false,air,Water,keping,,air,Water,kotak kecil,small box
927,27,27,MedGemma 4B,chain-of-thought,false,sos ikan,Fish sauce,sudu_besar,,sos ikan,Fish Sauce,sudu makan,tablespoon
927,27,27,MedGemma 4B,chain-of-thought,false,,,,,garam,Salt,secukupnya,to taste
927,27,27,MedGemma 4B,chain-of-thought,false,,,,,gula serbuk,Sugar Powder,secukupnya,to taste
927,27,27,MedGemma 4B,chain-of-thought,false,,,,,perasa,Seasoning,secukupnya,to taste
927,27,27,MedGemma 4B,chain-of-thought,false,sos cili thai,Thai sweet chili sauce,,,sos cili thai,Thai Chili Sauce,sudu makan,tablespoon
927,27,27,MedGemma 4B,chain-of-thought,false,limau nipis,Key lime,biji,,limau nipis,Lime Juice,biji,peels
928,28,28,MedGemma 4B,chain-of-thought,false,kurma,Dates,biji,,kurma,dates,biji,pieces
928,28,28,MedGemma 4B,chain-of-thought,false,kurma,Dates,,,kurma,dates,biji,pieces
928,28,28,MedGemma 4B,chain-of-thought,false,,,,,dash lady,full cream milk,cawan,cups
928,28,28,MedGemma 4B,chain-of-thought,false,santan,Coconut milk,cawan,,santan,coconut milk,cawan,cups
928,28,28,MedGemma 4B,chain-of-thought,false,chia seeds,Chia seeds,cawan,,chia seeds,chia seeds,cawan,cups
928,28,28,MedGemma 4B,chain-of-thought,false,pisang,Banana,,,pisang,banana,biji,pieces
928,28,28,MedGemma 4B,chain-of-thought,false,peanut butter,Peanut butter,,,peanut butter,peanut butter,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,coklat cip,Chocolate chips,,,coklat cip,chocolate chips,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,madu,Honey,,,madu,honey,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,buah,Fruits,,,buah,fruit,biji,pieces
928,28,28,MedGemma 4B,chain-of-thought,false,biskut,Biscuits / Cookies,,,biskut,biscuits,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,coklat hazelnut,Hazelnut chocolate spread,,,coklat hazelnut,hazelnut chocolate,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,apple hijau,Green apple,,,apple hijau,green apple,biji,pieces
928,28,28,MedGemma 4B,chain-of-thought,false,cinnamon,Cinnamon powder,,,cinnamon,cinnamon,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,granola,Granola,,,granola,granola,sudu makan,tablespoons
928,28,28,MedGemma 4B,chain-of-thought,false,blueberry,Blueberries,,,blueberry,blueberry,biji,pieces
928,28,28,MedGemma 4B,chain-of-thought,false,maple syrup,Maple syrup,,,maple syrup,maple syrup,sudu makan,tablespoons
929,29,29,MedGemma 4B,chain-of-thought,false,ayam,Chicken,,,ayam,chicken,kotak kecil,small box
929,29,29,MedGemma 4B,chain-of-thought,false,bawang putih,Garlic,ulas,,bawang putih,garlic,ulas,cloves
929,29,29,MedGemma 4B,chain-of-thought,false,halia,Ginger,,,halia,ginger,besar,thumb-sized
929,29,29,MedGemma 4B,chain-of-thought,false,lengkuas,Galangal,,,lengkuas,galangal,besar,thumb-sized
929,29,29,MedGemma 4B,chain-of-thought,false,,,,,kunyit,turmeric,ketul,piece
929,29,29,MedGemma 4B,chain-of-thought,false,biji ketumbar,Coriander seeds,sudu_kecil,,biji ketumbar,coriander seeds,sudu kecil,teaspoon
929,29,29,MedGemma 4B,chain-of-thought,false,jintan putih,Cumin seeds,sudu_kecil,,jintan putih,white peppercorns,sudu kecil,teaspoon
929,29,29,MedGemma 4B,chain-of-thought,false,buah keras,Candlenuts,biji,,buah keras,hard-boiled eggs,biji,eggs
929,29,29,MedGemma 4B,chain-of-thought,false,santan,Coconut milk,keping,,santan,coconut milk,kotak kecil,small box
929,29,29,MedGemma 4B,chain-of-thought,false,bunga lawang,Star anise,keping,,bunga lawang,flower buds,bunga,buds
929,29,29,MedGemma 4B,chain-of-thought,false,,,,,pelaga,peppercorns,buah,fruits
929,29,29,MedGemma 4B,chain-of-thought,false,serai,Lemongrass,batang,,serai,lemongrass,batang,stalks
929,29,29,MedGemma 4B,chain-of-thought,false,,,,,daun salam,bay leaf,helai,leaves
929,29,29,MedGemma 4B,chain-of-thought,false,daun kunyit,Turmeric leaf,helai,,daun kunyit,turmeric leaves,helai,leaf
929,29,29,MedGemma 4B,chain-of-thought,false,bawang besar,Large onion,,,bawang besar,onion,besar,large
929,29,29,MedGemma 4B,chain-of-thought,false,cili kisar,Chili paste,sudu_besar,,cili kisar,chili paste,sudu,tablespoon
930,30,30,MedGemma 4B,chain-of-thought,false,roti,Bread,,,Roti,Bread,otong,slices
930,30,30,MedGemma 4B,chain-of-thought,false,aiskrim,Ice cream,,,Aiskrim,Ice Cream,ketul,scoop
930,30,30,MedGemma 4B,chain-of-thought,false,,,,,Coklat,Chocolate,ketul,piece
930,30,30,MedGemma 4B,chain-of-thought,false,,,,,Ice Kacang,Ice Kacang,ketul,piece
931,31,31,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
931,31,31,MedGemma 4B,chain-of-thought,false,cili padi,bird’s eye chili,biji,,cili padi,chili peppers,,pieces
931,31,31,MedGemma 4B,chain-of-thought,false,butter,butter,sudu_besar,,butter,butter,sudu,tablespoon
931,31,31,MedGemma 4B,chain-of-thought,false,daun kari,curry leaves,tangkai,,daun kari,curry leaves,tangkai,stalks
931,31,31,MedGemma 4B,chain-of-thought,false,susu cair,evaporated milk,setengah,,susu cair,milk,tin,can
931,31,31,MedGemma 4B,chain-of-thought,false,cube pati ayam,chicken stock cube,sedikit,,cube pati ayam,chicken broth powder,,packet
931,31,31,MedGemma 4B,chain-of-thought,false,susu pekat manis,condensed milk,setengah,,susu pekat manis,sweet condensed milk,,can
931,31,31,MedGemma 4B,chain-of-thought,false,cheese,cheese,keping,,cheese,cheese,eping,slices
931,31,31,MedGemma 4B,chain-of-thought,false,,,,,roti mantou mini,mini mantou bread,,
932,32,32,MedGemma 4B,chain-of-thought,false,buah peach,peach,1,,buah peach,peach,tin,can
932,32,32,MedGemma 4B,chain-of-thought,false,gula,sugar,cawan,,gula,sugar,4 cawan,cups
932,32,32,MedGemma 4B,chain-of-thought,false,gula,sugar,cawan,,gula,sugar,4 cawan,cups
932,32,32,MedGemma 4B,chain-of-thought,false,kayu manis,cinnamon,sedikit,,cinnamon,cinnamon,secukup rasa,to taste
932,32,32,MedGemma 4B,chain-of-thought,false,tepung gandum,wheat flour,cawan,,tepung gandum,wheat flour,cawan,cup
932,32,32,MedGemma 4B,chain-of-thought,false,gula,sugar,cawan,,gula,sugar,cawan,cup
932,32,32,MedGemma 4B,chain-of-thought,false,gula,sugar,cawan,,gula,sugar,cawan,cup
932,32,32,MedGemma 4B,chain-of-thought,false,baking powder,baking powder,sudu_kecil,,baking powder,baking powder,teaspoon,teaspoons
932,32,32,MedGemma 4B,chain-of-thought,false,garam,salt,sedikit,,garam,salt,sikit,pinch
932,32,32,MedGemma 4B,chain-of-thought,false,fresh milk,fresh milk,cawan,,fresh milk,fresh milk,per 3 cawan,cups
932,32,32,MedGemma 4B,chain-of-thought,false,telur,egg,biji,,telur,egg,biji,whole
932,32,32,MedGemma 4B,chain-of-thought,false,esen vanila,vanilla essence,sudu_kecil,,esen vanila,vanilla extract,peruntuk kecil,teaspoon
932,32,32,MedGemma 4B,chain-of-thought,false,butter,butter,sudu_besar,,butter,butter,sudu,tablespoon
932,32,32,MedGemma 4B,chain-of-thought,false,buah peach,peach,1,,buah peach,peach,per 3 cawan,cups
933,33,33,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
933,33,33,MedGemma 4B,chain-of-thought,false,udang,prawn,ekor,,udang,shrimp/prawns,g,grams
933,33,33,MedGemma 4B,chain-of-thought,false,sotong,squid,ekor,,sotong,squid,g,grams
933,33,33,MedGemma 4B,chain-of-thought,false,fish cake,fish cake,buah,,fish cake,fish cake,g,grams
933,33,33,MedGemma 4B,chain-of-thought,false,,,,,air,water,g,grams
933,33,33,MedGemma 4B,chain-of-thought,false,sos tiram,oyster sauce,sudu_besar,,sos tiram,oyster sauce,g,grams
933,33,33,MedGemma 4B,chain-of-thought,false,white pepper,white pepper,sudu_kecil,,white pepper,white pepper,g,grams
933,33,33,MedGemma 4B,chain-of-thought,false,carrots,carrot,sedikit,,carrots,carrots,g,grams
934,34,34,MedGemma 4B,chain-of-thought,false,,,,,ayam,chicken,batang,pieces
934,34,34,MedGemma 4B,chain-of-thought,false,serai,lemongrass,batang,,serai,galangal,batang,pieces
934,34,34,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
934,34,34,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
934,34,34,MedGemma 4B,chain-of-thought,false,air kelapa,coconut water,cawan,,air kelapa,coconut water,cawan,cups
934,34,34,MedGemma 4B,chain-of-thought,false,santan,coconut milk,cawan,,santan,coconut milk,cawan,cup
934,34,34,MedGemma 4B,chain-of-thought,false,santan,coconut milk,sudu_besar,,santan,coconut milk,cawan,cup
934,34,34,MedGemma 4B,chain-of-thought,false,garam,salt,sudu_kecil,,garam,salt,sudu kecil,teaspoon
934,34,34,MedGemma 4B,chain-of-thought,false,tomato,tomato,biji,,tomato,tomato,biji,pieces
934,34,34,MedGemma 4B,chain-of-thought,false,cili padi,bird’s eye chili,biji,,cili padi,chili pepper,biji,pieces
934,34,34,MedGemma 4B,chain-of-thought,false,bawang merah,shallot,biji,,bawang merah,red onion,biji,pieces
934,34,34,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
934,34,34,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
934,34,34,MedGemma 4B,chain-of-thought,false,belacan,shrimp paste,,,belacan,shrimp paste,ketul,piece
934,34,34,MedGemma 4B,chain-of-thought,false,,,,,daun limau purut,lime leaves,helai,leaves
934,34,34,MedGemma 4B,chain-of-thought,false,santan,coconut milk,cawan,,santan,coconut milk,sudu,tablespoons
934,34,34,MedGemma 4B,chain-of-thought,false,santan,coconut milk,sudu_besar,,santan,coconut milk,sudu,tablespoons
934,34,34,MedGemma 4B,chain-of-thought,false,santan,coconut milk,cawan,,santan,coconut milk,sudu,tablespoons
934,34,34,MedGemma 4B,chain-of-thought,false,santan,coconut milk,sudu_besar,,santan,coconut milk,sudu,tablespoons
934,34,34,MedGemma 4B,chain-of-thought,false,,,,,air tepung jagung,cornstarch,kotak kecil,small box
934,34,34,MedGemma 4B,chain-of-thought,false,pucuk ubi kayu,cassava leaves,,,pucuk ubi kayu,cassava shoots,,
934,34,34,MedGemma 4B,chain-of-thought,false,gula,sugar,,,gula,sugar,sikit,little
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,setengah cawan gula,half a cup of sugar,cawan,cup
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,dua keping roti,two slices of bread,keping,slice
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,krimer sejat FNN,FNN cream cheese,cawan,cup
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,empat biji telur,four eggs,biji,egg
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,setengah cawan krimer manis FNN,half a cup of FNN sweet cream,cawan,cup
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,setengah cawan krimer cheese,half a cup of cream cheese,cawan,cup
935,35,35,MedGemma 4B,chain-of-thought,false,,,,,satu penutup kecil esen vanila dengan garam sikit,one small bottle of vanilla essence with a little salt,penutup kecil,bottle
936,36,36,MedGemma 4B,chain-of-thought,false,buah longan,longan,,,buah longan,longan fruit,tin,can
936,36,36,MedGemma 4B,chain-of-thought,false,air,water,l,,air,water,liter,liter
936,36,36,MedGemma 4B,chain-of-thought,false,kurma merah,red dates,biji,,buah kurma merah,red dates,biji,pieces
936,36,36,MedGemma 4B,chain-of-thought,false,gula batu,rock sugar,biji,,gula batu,rock sugar,biji,pieces
936,36,36,MedGemma 4B,chain-of-thought,false,gula melaka,palm sugar,keping,,gula melaka,palm sugar,ketul kecil,small piece
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,selasih,rassam seeds,biji,seeds
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,air green tea jasmine,jasmine green tea water,liter,liter
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,lemon,lemon,hirisan,slices
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,tembikai,watermelon,buah,fruit
936,36,36,MedGemma 4B,chain-of-thought,false,limau kasturi,calamansi lime,,,limau kasturi,lemon grass,biji,pieces
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,asam boy,sour plum,batang,branches
936,36,36,MedGemma 4B,chain-of-thought,false,serai,lemongrass,batang,,serai,ginger,batang,branches
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,air aiskrim soda,soda water,botol,bottle
936,36,36,MedGemma 4B,chain-of-thought,false,,,,,daun pudina,mint leaves,biji,pieces
936,36,36,MedGemma 4B,chain-of-thought,false,limau madu,honey lime,,,limau madu,mad honey lemon,botol,bottle
937,37,37,MedGemma 4B,chain-of-thought,false,bawang merah,shallot,biji,,bawang merah,red onion,biji,cloves
937,37,37,MedGemma 4B,chain-of-thought,false,cili padi,bird’s eye chili,biji,,cili padi,chili padi,ketul,pieces
937,37,37,MedGemma 4B,chain-of-thought,false,cili padi,bird’s eye chili,,,cili padi,chili padi,ketul,pieces
937,37,37,MedGemma 4B,chain-of-thought,false,lada besar,chili,biji,,lada besar,large chili,biji,cloves
937,37,37,MedGemma 4B,chain-of-thought,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,cloves
937,37,37,MedGemma 4B,chain-of-thought,false,serai,lemongrass,batang,,serai,lemongrass,batang,stalks
937,37,37,MedGemma 4B,chain-of-thought,false,serbuk kunyit,turmeric powder,,,serbuk kunyit,turmeric powder,sudu kecil,teaspoon
937,37,37,MedGemma 4B,chain-of-thought,false,,,,,sardin,sardines,tin,cans
937,37,37,MedGemma 4B,chain-of-thought,false,santan,coconut milk,cawan,,santan,coconut milk,kotak kecil,small carton
937,37,37,MedGemma 4B,chain-of-thought,false,,,,,garam,salt,secukup rasa,to taste
937,37,37,MedGemma 4B,chain-of-thought,false,,,,,cili kering,dried chili flakes,ketul,pieces
937,37,37,MedGemma 4B,chain-of-thought,false,,,,,ikan bilis,dried anchovies,sudu kecil,teaspoon
937,37,37,MedGemma 4B,chain-of-thought,false,telur,egg,biji,,telur,egg,biji,cloves
937,37,37,MedGemma 4B,chain-of-thought,false,,,,,nasi putih,white rice,pinggan,plates
937,37,37,MedGemma 4B,chain-of-thought,false,,,,,perencah nasi goreng,fried rice seasoning,sudu kecil,teaspoon
937,37,37,MedGemma 4B,chain-of-thought,false,kicap manis,sweet soy sauce,sudu_besar,,kicap manis,sweet soy sauce,sudu,tablespoon
938,38,38,MedGemma 4B,chain-of-thought,false,ayam,chicken,biji,,ayam,chicken,gram,g
938,38,38,MedGemma 4B,chain-of-thought,false,,,,,black pepper,black pepper,ketul,pinch
938,38,38,MedGemma 4B,chain-of-thought,false,sos tiram,oyster sauce,sudu_besar,,sos tiram,soy sauce,ketul,pinch
938,38,38,MedGemma 4B,chain-of-thought,false,,,,,lada besar,large chili peppers,biji,pieces
938,38,38,MedGemma 4B,chain-of-thought,false,cili padi,bird’s eye chili,biji,,cili padi,chili peppers,biji,pieces
938,38,38,MedGemma 4B,chain-of-thought,false,,,,,bawang merah,red onion,ulat,piece
938,38,38,MedGemma 4B,chain-of-thought,false,,,,,bawang putih,garlic,ulat,piece
938,38,38,MedGemma 4B,chain-of-thought,false,sos plum,plum sauce,sudu_besar,,sos plum,plum sauce,sudu besar,tablespoon
938,38,38,MedGemma 4B,chain-of-thought,false,sos tiram,oyster sauce,sudu_besar,,sos tiram,soy sauce,sudu besar,tablespoon
938,38,38,MedGemma 4B,chain-of-thought,false,kicap manis,sweet soy sauce,sudu_besar,,kicap manis,sweet soy sauce,sudu besar,tablespoon
938,38,38,MedGemma 4B,chain-of-thought,false,sos ikan,fish sauce,sudu_besar,,sos ikan,fish sauce,sudu besar,tablespoon
938,38,38,MedGemma 4B,chain-of-thought,false,serai,lemongrass,batang,,serai,lemongrass,batang,stalks
938,38,38,MedGemma 4B,chain-of-thought,false,,,,,daun limau purut,lime leaves,helai,leaves
939,39,39,MedGemma 4B,chain-of-thought,false,tepung gandum,wheat flour,kg,,tepung gandum,wheat flour,kg,kg
939,39,39,MedGemma 4B,chain-of-thought,false,yeast,yeast,,,yeast,yeast,paket,packet
939,39,39,MedGemma 4B,chain-of-thought,false,gula,sugar,sudu_besar,,gula,sugar,sudu,tablespoons
939,39,39,MedGemma 4B,chain-of-thought,false,,,,,garam,salt,paket,packet
939,39,39,MedGemma 4B,chain-of-thought,false,,,,,serbuk perasa,seasoning powder,ketul,pinch
939,39,39,MedGemma 4B,chain-of-thought,false,,,,,bawang holland,Holland onion,ketul,pinch
939,39,39,MedGemma 4B,chain-of-thought,false,,,,,carrots,carrots,ketul,pinch
939,39,39,MedGemma 4B,chain-of-thought,false,,,,,kangkung,water spinach,ketul,pinch
939,39,39,MedGemma 4B,chain-of-thought,false,air,water,l,,air,water,liter,liter
939,39,39,MedGemma 4B,chain-of-thought,false,air,water,cawan,,air,water,liter,liter
